id,fact,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
183,1.0,-0.6290094256401062,-0.5549057722091675,[0.8441914916038513],[0.5338931083679199],[0.654107928276062],[0.9],[0.1945945945945946],[0.31999999707654325],[0.8095238095238095],[0.11409395973154363],[0.19999999783460212],[0.9],[0.1945945945945946],[0.31999999707654325],[0.11058235378685706],[8.319100378795605e-232],[0.1729908081782746],0.971745774600253,0.981495961642047,0.9633601595031149,0.931593355228645,0.9588164921246024
184,1.0,-0.3896996974945068,-0.3801804780960083,[0.8690059781074524],[0.58012855052948],[0.6957741379737854],[0.9655172413793104],[0.30601092896174864],[0.46473028680153583],[0.9014084507042254],[0.20317460317460317],[0.3316062146144863],[0.9655172413793104],[0.30601092896174864],[0.46473028680153583],[0.16208163476716234],[8.147480343967206e-232],[0.286797840736028],0.9180179447022502,0.9440233775028193,0.9633713294569178,0.9587674534477845,0.9553873868025072
185,1.0,-0.4346238970756531,-0.3354620635509491,[0.8097186088562012],[0.5506026744842529],[0.6554822325706482],[0.98],[0.2934131736526946],[0.4516128996793306],[0.9365079365079365],[0.20068027210884354],[0.33053220997857974],[0.98],[0.2934131736526946],[0.4516128996793306],[0.1417307209765259],[7.572636698440724e-232],[0.23105870239492954],0.984468193379402,0.9891343093029312,0.968072453777784,0.9582881976560995,0.9718316535789383
186,1.0,-0.5353347063064575,-0.4102980494499206,[0.7886351346969604],[0.52555251121521],[0.6307610273361206],[0.9361702127659575],[0.25287356321839083],[0.39819004190004315],[0.847457627118644],[0.16666666666666666],[0.27855152928670635],[0.9361702127659575],[0.25287356321839083],[0.39819004190004315],[0.13367099226564944],[7.659859945595747e-232],[0.1854201429951744],0.9612556692785758,0.9639484526707766,0.9630059403429768,0.9531014272357322,0.9600186067498285
187,0.6666666666666666,-1.162980079650879,-1.1868003606796265,[0.7583090662956238],[0.4857296049594879],[0.5921570658683777],[0.9487179487179487],[0.2],[0.330357139981266],[0.88],[0.1461794019933555],[0.2507122482690888],[0.9487179487179487],[0.2],[0.330357139981266],[0.10640124142257963],[8.844844403089351e-232],[0.1302144097188468],0.6652756604328799,0.027265521875402432,0.6363069228619811,0.692234900422786,0.4519357817200565
188,0.5,-0.8469100594520569,-0.8474782705307007,[0.8158823251724243],[0.5232329368591309],[0.6375799179077148],[0.9818181818181818],[0.27411167512690354],[0.4285714251590451],[0.921875],[0.18495297805642633],[0.3080939919944918],[0.9818181818181818],[0.27411167512690354],[0.4285714251590451],[0.17092236933667],[8.319100378795605e-232],[0.17527276812526116],0.727502759716252,0.05628727492272852,0.5439381633215352,0.6377125749706162,0.41264600440496
189,0.6666666666666666,-1.1228080987930298,-0.7535109519958496,[0.8520185947418213],[0.4816068410873413],[0.6153721809387207],[1.0],[0.25252525252525254],[0.40322580323231016],[0.8983050847457628],[0.167192429022082],[0.28191489097116906],[1.0],[0.25252525252525254],[0.40322580323231016],[0.15646401699939957],[9.109159947227211e-232],[0.07918933426597463],0.6922726432740008,0.9220374689484887,0.8840082771453367,0.627400575983144,0.8111487740256565
190,1.0,-0.7776086330413818,-0.7113996744155884,[0.8672353029251099],[0.5502866506576538],[0.6733271479606628],[0.9811320754716981],[0.25365853658536586],[0.40310077192927113],[0.90625],[0.1746987951807229],[0.2929292902193654],[0.9811320754716981],[0.25365853658536586],[0.40310077192927113],[0.15229374553259578],[9.452322961974386e-232],[0.14474787609564022],0.9179578767541864,0.9809102191204371,0.9519039606060112,0.7816982441305426,0.904837474618997
191,1.0,-0.3393285274505615,-0.2990901470184326,[0.8128369450569153],[0.5379557609558105],[0.6474277377128601],[1.0],[0.26506024096385544],[0.4190476157351475],[0.9818181818181818],[0.19148936170212766],[0.32047477471669206],[1.0],[0.26506024096385544],[0.4190476157351475],[0.1311338119862375],[9.829644734428202e-232],[0.20320332041427336],0.9576293116826914,0.9757904813535963,0.9671258083726411,0.7979259085829001,0.9136140661030457
192,0.6666666666666666,-2.4254329204559326,-2.3810513019561768,[0.7047176361083984],[0.43377381563186646],[0.5370054841041565],[0.9117647058823529],[0.1631578947368421],[0.27678571171077815],[0.4864864864864865],[0.056782334384858045],[0.10169491338232951],[0.8235294117647058],[0.14736842105263157],[0.24999999742506376],[0.08710716530483972],[7.199666163340923e-232],[0.05228319861687458],0.7218362901554333,0.06611153091778754,0.6820133773033851,0.4993666131506107,0.4158305071239277
193,0.6666666666666666,-1.8643001317977903,-1.5874159336090088,[0.7674883604049683],[0.6395484209060669],[0.6977016925811768],[0.918918918918919],[0.53125],[0.6732673220899913],[0.725],[0.3918918918918919],[0.5087719252693138],[0.7297297297297297],[0.421875],[0.5346534607038526],[0.5278150134048256],[8.412065649527267e-232],[0.41332807159779295],0.6992193317989458,0.3166766382163329,0.8122425183648322,0.6241487515643706,0.5843559693818453
194,1.0,-0.4556931257247925,-0.494958221912384,[0.8175908327102661],[0.5548772811889648],[0.6610901355743408],[0.9772727272727273],[0.24157303370786518],[0.387387384209074],[0.9259259259259259],[0.17064846416382254],[0.28818443541230315],[0.9772727272727273],[0.24157303370786518],[0.387387384209074],[0.13431435984037954],[9.257324954728539e-232],[0.20588092483819687],0.9856410551235828,0.9918254382441245,0.9717625327715078,0.9386417532247214,0.9674099080801178
195,0.3333333333333333,-1.961084008216858,-2.048669576644897,[0.6998661756515503],[0.4098917245864868],[0.5169944763183594],[0.8666666666666667],[0.11764705882352941],[0.20717131263630736],[0.5757575757575758],[0.056716417910447764],[0.10326086793256736],[0.8666666666666667],[0.11764705882352941],[0.20717131263630736],[0.07538160148254477],[8.726094729337945e-232],[0.008434366767614332],0.5486032252794075,0.8142161611949816,0.7954736191265755,0.643257530853338,0.7509824370582984
196,0.6666666666666666,-1.0671453475952148,-0.7579865455627441,[0.7760443687438965],[0.5062007904052734],[0.6127288341522217],[1.0],[0.2662337662337662],[0.4205128171918475],[0.9333333333333333],[0.15162454873646208],[0.2608695628129702],[1.0],[0.2662337662337662],[0.4205128171918475],[0.11330848776821478],[8.18873472774142e-232],[0.1315114394351763],0.9754200695738932,0.9753129425781291,0.9504295563220193,0.9121619522510668,0.9459681503837384
197,0.6666666666666666,-1.1579301357269287,-0.9956098198890686,[0.7843042612075806],[0.5381883382797241],[0.6383451819419861],[0.9795918367346939],[0.23529411764705882],[0.3794466371928948],[0.896551724137931],[0.15339233038348082],[0.26196473302133766],[0.9795918367346939],[0.23529411764705882],[0.3794466371928948],[0.12817447034160384],[9.181748633447778e-232],[0.18251992225254776],0.8495693076434017,0.9163488785018479,0.9411339812682824,0.6310510203205253,0.8295112933635519
198,1.0,-0.5758781433105469,-0.5889238119125366,[0.8172870874404907],[0.5520279407501221],[0.658964991569519],[1.0],[0.3050847457627119],[0.46753246395007597],[0.9333333333333333],[0.21739130434782608],[0.3526448332074945],[1.0],[0.3050847457627119],[0.46753246395007597],[0.1432655378574444],[9.563995505062079e-232],[0.16574034207873212],0.974334561333662,0.9715521473135414,0.9328887124640385,0.9284827899519851,0.9443078832431883
199,0.6666666666666666,-1.410588264465332,-0.8974167108535767,[0.8122236728668213],[0.5126529335975647],[0.628570020198822],[0.9574468085106383],[0.23809523809523808],[0.38135592901357374],[0.7708333333333334],[0.11384615384615385],[0.19839141866900506],[0.9574468085106383],[0.23809523809523808],[0.38135592901357374],[0.12380454273759714],[8.928691163795855e-232],[0.11716843492340578],0.6426825882103948,0.9338161118389237,0.8447365690803412,0.9217611885869856,0.9001046231687502
200,0.6666666666666666,-1.8381932973861688,-1.6776469945907593,[0.7507753372192383],[0.5062918066978455],[0.6047590970993042],[0.8771929824561403],[0.24390243902439024],[0.3816793859084553],[0.696969696969697],[0.1419753086419753],[0.2358974330856016],[0.7894736842105263],[0.21951219512195122],[0.3435114469771576],[0.1476931138525858],[1.0909238611093853e-231],[0.13743329890943823],0.8891327406653344,0.5751147046519315,0.7198339366103125,0.6953810734781319,0.663443238246792
201,0.3333333333333333,-1.284870743751526,-1.4743047952651978,[0.6918910145759583],[0.4322032928466797],[0.5320507287979126],[0.8378378378378378],[0.1962025316455696],[0.3179487148738988],[0.6578947368421053],[0.09025270758122744],[0.15873015660851603],[0.8108108108108109],[0.189873417721519],[0.30769230461748853],[0.10272993828794022],[9.418382295637229e-232],[0.11014806811934685],0.6692230336205429,0.7303175451887952,0.7846637289912041,0.8196104729797251,0.7781972490532415
202,0.6666666666666666,-0.9599370360374452,-0.687716007232666,[0.789982795715332],[0.5234012007713318],[0.6296375393867493],[0.9761904761904762],[0.20297029702970298],[0.33606557092045153],[0.8723404255319149],[0.12386706948640483],[0.21693121475364632],[0.9761904761904762],[0.20297029702970298],[0.33606557092045153],[0.09795991504370308],[6.784338172413661e-232],[0.1654060327239456],0.862493653603528,0.8494689261653968,0.9559659047029919,0.8239789996578127,0.8764712768420672
203,1.0,-0.7030465602874756,-0.749639093875885,[0.7338716387748718],[0.47545966506004333],[0.5770567059516907],[1.0],[0.17679558011049723],[0.3004694810147899],[0.9142857142857143],[0.1032258064516129],[0.18550724455366524],[1.0],[0.17679558011049723],[0.3004694810147899],[0.07859609867749169],[8.669612184277444e-232],[0.08787445470959776],0.98175008989321,0.9854785247665485,0.9637790083914406,0.8967254075984915,0.9486609802521602
204,0.6666666666666666,-1.8295153379440308,-1.3944910764694214,[0.7516548037528992],[0.42565542459487915],[0.5435201525688171],[1.0],[0.15384615384615385],[0.26666666435555564],[0.8709677419354839],[0.08794788273615635],[0.15976331194338433],[1.0],[0.15384615384615385],[0.26666666435555564],[0.07830833588409346],[8.844844403089351e-232],[0.04116062898575512],0.9630192764542272,0.9381029459970136,0.9393091356307478,0.9341757901697139,0.9371959572658252
205,1.0,-0.8884442448616028,-0.7490852475166321,[0.8412857055664062],[0.5332170128822327],[0.6527275443077087],[0.9387755102040817],[0.2081447963800905],[0.3407407377698217],[0.8461538461538461],[0.13253012048192772],[0.22916666432508684],[0.9387755102040817],[0.2081447963800905],[0.3407407377698217],[0.13030748349059063],[7.919883909890055e-232],[0.12410596484752101],0.9867213406255612,0.9133753133022734,0.955566018587268,0.9009183888958759,0.9232865735951391
206,1.0,-1.008323311805725,-0.8527588844299316,[0.7292039394378662],[0.4774342179298401],[0.5770527720451355],[0.8918918918918919],[0.18032786885245902],[0.2999999972020662],[0.8181818181818182],[0.11392405063291139],[0.199999997854321],[0.8918918918918919],[0.18032786885245902],[0.2999999972020662],[0.09781530430974042],[9.788429383461836e-232],[0.11837298501582005],0.9748899968788152,0.9545089389468989,0.9299142337002041,0.8537263690202073,0.9127165138891034
207,1.0,-1.0798490047454834,-0.6060813665390015,[0.8015236854553223],[0.4963425397872925],[0.6130528450012207],[0.9714285714285714],[0.1717171717171717],[0.29184549100922835],[0.8205128205128205],[0.0960960960960961],[0.1720430088757371],[0.9714285714285714],[0.1717171717171717],[0.29184549100922835],[0.07125659095586319],[1.0003688322288243e-231],[0.009651442528850751],0.9781345313836846,0.9901770574204286,0.9666565743016281,0.9129278815129259,0.9565871710783275
208,1.0,-0.901448667049408,-0.8614944815635681,[0.7134140729904175],[0.4432238042354584],[0.5467607378959656],[0.9666666666666667],[0.15508021390374332],[0.2672811036080614],[0.84375],[0.084375],[0.15340908925619837],[0.9666666666666667],[0.15508021390374332],[0.2672811036080614],[0.0702339759433185],[8.844844403089351e-232],[0.0489328343492188],0.9602733415117828,0.9512672021728953,0.9637383495488155,0.8983389163871128,0.9377814893696078
209,1.0,-0.7045595049858093,-0.5273786187171936,[0.7001667022705078],[0.47210949659347534],[0.5639547109603882],[0.975609756097561],[0.23255813953488372],[0.3755868513513633],[0.92],[0.1503267973856209],[0.25842696387766695],[0.975609756097561],[0.23255813953488372],[0.3755868513513633],[0.11733683687133802],[9.50440384721771e-232],[0.19469492316023063],0.9824945530732556,0.9792631238860516,0.9491449545974691,0.7499692520165647,0.8927924435000284
210,1.0,-1.085907220840454,-0.7109324932098389,[0.7683550715446472],[0.4767190217971802],[0.588381826877594],[0.967741935483871],[0.15384615384615385],[0.26548672329665607],[0.8484848484848485],[0.0875],[0.15864022493399352],[0.967741935483871],[0.15384615384615385],[0.26548672329665607],[0.0915590294939704],[9.72161026064145e-232],[0.06817711229034651],0.9864464316143056,0.8641119863146381,0.9630834244093803,0.6279321006136037,0.8183758371125407
211,0.6666666666666666,-0.8094388842582703,-0.8378685116767883,[0.8355475664138794],[0.5042113065719604],[0.6289080381393433],[0.9777777777777777],[0.2222222222222222],[0.3621399146776406],[0.8596491228070176],[0.14984709480122324],[0.25520833080525723],[0.9777777777777777],[0.2222222222222222],[0.3621399146776406],[0.12280785970302101],[9.74806386640271e-232],[0.05680797262661219],0.9051718549041342,0.8311904376351927,0.6858678075809981,0.8872713632458554,0.801443202820682
212,0.3333333333333333,-2.346401691436768,-2.1572399139404297,[0.6839115023612976],[0.461614191532135],[0.5511936545372009],[0.8484848484848485],[0.1564245810055866],[0.26415094076762197],[0.717948717948718],[0.09427609427609428],[0.16666666461468965],[0.8484848484848485],[0.1564245810055866],[0.26415094076762197],[0.06575616574754903],[1.012071042130996e-231],[0.08342588972387976],0.7238831726185672,0.17951946105451083,0.7208953492372472,0.3002929056693754,0.40023590532037784
213,0.6666666666666666,-0.572576105594635,-0.5652140974998474,[0.8275365829467773],[0.5755527019500732],[0.6789174675941467],[0.9818181818181818],[0.3],[0.45957446449977374],[0.9722222222222222],[0.23102310231023102],[0.3733333302306133],[0.9818181818181818],[0.3],[0.45957446449977374],[0.17154748940738704],[9.166998788828725e-232],[0.2697991131140478],0.9859334731564324,0.9574375420079573,0.9654560090345484,0.8505953660635964,0.924496305702034
214,1.0,-1.4967726469039917,-0.6645876169204712,[0.7421568632125854],[0.4775354862213135],[0.581140398979187],[1.0],[0.15228426395939088],[0.2643171783228862],[0.875],[0.09302325581395349],[0.16816816643093546],[1.0],[0.15228426395939088],[0.2643171783228862],[0.05796460868573867],[9.788429383461836e-232],[0.0937733082883403],0.9903380904414504,0.9861114530753098,0.9570410814562158,0.8504517328200946,0.93120142245054
215,0.6666666666666666,-0.9821454882621764,-1.0326043367385864,[0.7807567119598389],[0.495172917842865],[0.606004536151886],[0.9714285714285714],[0.17801047120418848],[0.3008849531345446],[0.9230769230769231],[0.11320754716981132],[0.20168067032271736],[0.9714285714285714],[0.17801047120418848],[0.3008849531345446],[0.08925557207069647],[8.412065649527267e-232],[0.13586936408401395],0.6906727918271304,0.671353673166488,0.7958023147312175,0.6875226437550813,0.7182262105509288
216,0.0,-3.3320446014404297,-2.9025020599365234,[0.6441550850868225],[0.38689446449279785],[0.48342984914779663],[0.9259259259259259],[0.12755102040816327],[0.22421524450843577],[0.6129032258064516],[0.05993690851735016],[0.10919540067594798],[0.8888888888888888],[0.12244897959183673],[0.21524663464296492],[0.06611534249303067],[1.0518351895246305e-231],[-0.0648345964115482],0.7301087540501005,0.4674795266310633,0.8092169545954584,0.34791311350980453,0.5415365315787753
217,1.0,-0.4817832410335541,-0.3572598397731781,[0.7822182178497314],[0.45936819911003113],[0.5788178443908691],[1.0],[0.22058823529411764],[0.36144578017128753],[0.9803921568627451],[0.15527950310559005],[0.26809651238462145],[1.0],[0.22058823529411764],[0.36144578017128753],[0.13517130620985013],[8.764792329201055e-232],[0.14813273449940245],0.9878887726174432,0.92620393479643,0.8906199482544753,0.7902213630853949,0.8690150820454333
218,1.0,-0.6716094613075256,-0.6032277941703796,[0.8369861245155334],[0.5424951314926147],[0.6583067178726196],[0.9696969696969697],[0.16494845360824742],[0.28193832350637504],[0.8717948717948718],[0.11003236245954692],[0.19540229686038446],[0.9696969696969697],[0.16494845360824742],[0.28193832350637504],[0.1094052091316432],[9.309480961664223e-232],[0.11395852975780907],0.9877334034496456,0.9822504529491485,0.9603184615762889,0.9323232408753189,0.9582973851335854
219,1.0,-0.4430973827838897,-0.6808500289916992,[0.8418217301368713],[0.5762072801589966],[0.6841380596160889],[1.0],[0.3055555555555556],[0.4680851027976461],[0.9402985074626866],[0.2079207920792079],[0.3405405375747261],[1.0],[0.3055555555555556],[0.4680851027976461],[0.17583565459610026],[1.0518351895246305e-231],[0.24352962368699083],0.9818814438285768,0.9198383540292808,0.9201131411348241,0.9414227876474938,0.9271247609371995
220,0.6666666666666666,-1.4363220930099487,-1.3982223272323608,[0.7689273953437805],[0.4356287717819214],[0.5561664700508118],[0.9696969696969697],[0.19047619047619047],[0.3184079574545185],[0.7714285714285715],[0.0967741935483871],[0.17197452031218305],[0.9696969696969697],[0.19047619047619047],[0.3184079574545185],[0.08701545945935747],[8.669612184277444e-232],[0.08081587008804714],0.643282144911412,0.44816131856218605,0.6565348533372513,0.37517034814401157,0.493288840014483
221,0.0,-2.3899059295654297,-1.941955208778381,[0.6432267427444458],[0.3982594609260559],[0.49193379282951355],[0.8095238095238095],[0.08762886597938144],[0.1581395331210384],[0.48],[0.04067796610169491],[0.07499999855957033],[0.8095238095238095],[0.08762886597938144],[0.1581395331210384],[0.05774707759840494],[1.0423153399406431e-231],[-0.029523813884921424],0.387377856232806,0.4898497302301606,0.745171343066435,0.5928680888552246,0.6092963873839401
222,1.0,-0.7545766830444336,-0.5414686799049377,[0.8272296190261841],[0.5394552946090698],[0.6530449986457825],[0.9111111111111111],[0.24404761904761904],[0.3849765224889242],[0.8333333333333334],[0.14285714285714285],[0.24390243652587743],[0.9111111111111111],[0.24404761904761904],[0.3849765224889242],[0.11966824644549762],[8.972141065609098e-232],[0.1714581629035966],0.9813261421705364,0.9781698332157689,0.9502155084336317,0.949253571322457,0.9592129709906191
223,0.3333333333333333,-1.3246018886566162,-1.2829409837722778,[0.7113204002380371],[0.47076302766799927],[0.566564679145813],[0.9375],[0.17647058823529413],[0.29702970030389186],[0.7428571428571429],[0.08904109589041095],[0.15902140481627997],[0.9375],[0.17647058823529413],[0.29702970030389186],[0.08129197313719219],[9.533966891110756e-232],[0.15195746065161286],0.6995477212841097,0.848068934962436,0.8346865727128105,0.856018730186591,0.8462580792872791
224,0.6666666666666666,-1.3384177684783936,-1.1565024852752686,[0.8214341402053833],[0.4893905222415924],[0.6133575439453125],[1.0],[0.20398009950248755],[0.33884297239225464],[0.8604651162790697],[0.1178343949044586],[0.20728291104645782],[1.0],[0.20398009950248755],[0.33884297239225464],[0.1048927155938226],[8.231055179516831e-232],[0.09630281535196028],0.9390006121713976,0.9706503261412219,0.9053378285911134,0.8199099888703327,0.8986327145342227
225,1.0,-0.4408109486103058,-0.4239176213741302,[0.7988015413284302],[0.5130184888839722],[0.6247807741165161],[0.9811320754716981],[0.32298136645962733],[0.4859813046846887],[0.9482758620689655],[0.22357723577235772],[0.36184210217538093],[0.9811320754716981],[0.32298136645962733],[0.4859813046846887],[0.17029759685337115],[9.708517153143004e-232],[0.11607101919140406],0.9840312312232312,0.9718459739791983,0.9479316703385551,0.5574134987165048,0.8257303810114194
226,1.0,-0.5309990048408508,-0.6117981672286987,[0.8421432971954346],[0.5664982199668884],[0.6773514151573181],[0.967741935483871],[0.37267080745341613],[0.5381165879136922],[0.92],[0.24555160142348753],[0.3876404461123911],[0.967741935483871],[0.37267080745341613],[0.5381165879136922],[0.19409775788479652],[9.109159947227211e-232],[0.22099074662594675],0.9821621142120592,0.979828015723087,0.9473862064856795,0.7045613205950508,0.8772585142679391
227,0.6666666666666666,-1.2434983253479004,-1.0893981456756592,[0.7854037284851074],[0.5614513158798218],[0.6548083424568176],[0.9444444444444444],[0.2833333333333333],[0.43589743234714007],[0.7317073170731707],[0.15873015873015872],[0.2608695622877127],[0.9444444444444444],[0.2833333333333333],[0.43589743234714007],[0.1306011399388821],[9.947643045471176e-232],[0.19992584973769367],0.6710841825009468,0.09043005966868753,0.6458749653023542,0.9398079560743776,0.5587043270151398
228,1.0,-0.7101097106933594,-0.9014779329299928,[0.7703487277030945],[0.5226880311965942],[0.6228006482124329],[0.9791666666666666],[0.23383084577114427],[0.3775100370484347],[0.9454545454545454],[0.16],[0.27368420805055405],[0.9791666666666666],[0.23383084577114427],[0.3775100370484347],[0.1305218631818263],[8.579385419832874e-232],[0.20416796882888066],0.8356075770105709,0.987416934571174,0.9642359531935836,0.9511129215680044,0.9675886031109205
229,0.0,-2.2368149757385254,-2.1496734619140625,[0.7051299810409546],[0.47593507170677185],[0.5682939887046814],[0.8611111111111112],[0.17032967032967034],[0.284403666967427],[0.6363636363636364],[0.0945945945945946],[0.164705880099654],[0.8611111111111112],[0.17032967032967034],[0.284403666967427],[0.09016035941709687],[1.0296788793467617e-231],[0.1006257962051278],0.5721669403106786,0.6729187785058238,0.5085239381342316,0.8540107317860994,0.6784844828087183
230,0.3333333333333333,-1.445913314819336,-1.1322362422943115,[0.7413191795349121],[0.45349952578544617],[0.5627429485321045],[0.9615384615384616],[0.13089005235602094],[0.23041474443458135],[0.8148148148148148],[0.07096774193548387],[0.1305637967455908],[0.9615384615384616],[0.13089005235602094],[0.23041474443458135],[0.060689906992677206],[7.720899511627474e-232],[-0.007842449655907968],0.9462702226386336,0.7331808440756957,0.9309684377897286,0.6343193171859781,0.7661561996838008
231,0.6666666666666666,-1.0648430585861206,-0.9802892804145812,[0.7724249362945557],[0.4310871660709381],[0.5533512830734253],[0.9642857142857143],[0.14754098360655737],[0.25592416831427867],[0.8275862068965517],[0.07868852459016394],[0.14371257326454878],[0.9642857142857143],[0.14754098360655737],[0.25592416831427867],[0.07810216542273958],[9.039352811507815e-232],[-0.08715566666394947],0.8857407703657464,0.9117790667825053,0.8831334781865096,0.7045810788014757,0.8331645412568301
232,0.6666666666666666,-1.1434926986694336,-0.899505078792572,[0.7285463809967041],[0.469024658203125],[0.5706654787063599],[0.972972972972973],[0.19672131147540983],[0.32727272447479344],[0.8717948717948718],[0.11805555555555555],[0.20795106823555817],[0.972972972972973],[0.19672131147540983],[0.32727272447479344],[0.11650286733541793],[8.460552185460498e-232],[0.06460628915678879],0.8963227716278573,0.955957906163417,0.961928138215561,0.9008293050837447,0.939571783154241
233,0.6666666666666666,-0.6791875958442688,-0.6958488821983337,[0.8282420635223389],[0.582039475440979],[0.6836501359939575],[0.9803921568627451],[0.2824858757062147],[0.4385964877550786],[0.8823529411764706],[0.21052631578947367],[0.33994333966567425],[0.9803921568627451],[0.2824858757062147],[0.4385964877550786],[0.14321709026087923],[8.81439698262975e-232],[0.2432039699030789],0.8543138204728055,0.87240656177727,0.9594837149457652,0.7030749451450621,0.8449884072893658
234,1.0,-0.5526124238967896,-0.3748220801353454,[0.8459810614585876],[0.5624891519546509],[0.6757050156593323],[0.9824561403508771],[0.3128491620111732],[0.47457626752262283],[0.948051948051948],[0.22741433021806853],[0.3668341677335169],[0.9824561403508771],[0.3128491620111732],[0.47457626752262283],[0.15418726851851852],[9.50440384721771e-232],[0.21909953777984414],0.9793785791683126,0.9767343067309557,0.962065185036921,0.9261482786504119,0.9549825901394295
