id,fact,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
184,1.0,-1.3908246755599976,-1.510284185409546,[0.6586773991584778],[0.39826226234436035],[0.4963885545730591],[0.7857142857142857],[0.0625],[0.11578947231911359],[0.38461538461538464],[0.014450867052023121],[0.027855152505334397],[0.7857142857142857],[0.0625],[0.11578947231911359],[0.02448603568657874],[1.1008876702055895e-231],[-0.0061500691848876965],0.9399459825395794,0.9721388798247068,0.9705702224638587,0.9032863811147551,0.9486651611344401
185,0.0,-1.6750953197479248,-1.6628248691558838,[0.693030595779419],[0.418830931186676],[0.5221201777458191],[0.7894736842105263],[0.08426966292134831],[0.15228426221649619],[0.3333333333333333],[0.02258064516129032],[0.042296071319173824],[0.7894736842105263],[0.08426966292134831],[0.15228426221649619],[0.03666166323116012],[9.893133360884868e-232],[-0.044853780057200865],0.2433456389176849,0.968725914397518,0.9593629312956715,0.9377117932878958,0.9552668796603617
186,0.0,-1.0152192115783691,-1.272375464439392,[0.7569494247436523],[0.45710766315460205],[0.5700018405914307],[0.85],[0.09340659340659341],[0.16831682989902952],[0.7368421052631579],[0.05405405405405406],[0.10071942318694686],[0.85],[0.09340659340659341],[0.16831682989902952],[0.04764121663563005],[1.012071042130996e-231],[-0.02656385550115692],0.0619491379839148,0.5529749937957538,0.4648053558077315,0.9584697885990845,0.6587500460675233
187,1.0,-1.6038973331451416,-2.3431575298309326,[0.685310423374176],[0.4307784140110016],[0.5290204882621765],[0.8695652173913043],[0.0706713780918728],[0.1307189528580888],[0.5454545454545454],[0.022900763358778626],[0.04395604318265374],[0.8695652173913043],[0.0706713780918728],[0.1307189528580888],[0.026485762914027842],[8.231055179516831e-232],[-0.024282200248597174],0.9348879810647918,0.9692920467571107,0.964814576036611,0.9633035746971932,0.9658033991636383
188,0.0,-2.2994773387908936,-2.6484246253967285,[0.696635365486145],[0.47680962085723877],[0.566132128238678],[0.6086956521739131],[0.08333333333333333],[0.1465968565203805],[0.18518518518518517],[0.019455252918287938],[0.03521126588499315],[0.5652173913043478],[0.07738095238095238],[0.1361256523318988],[0.054118012422360265],[1.0332112772921225e-231],[-0.0026599113468439572],0.1037349723333326,0.21422361763771647,0.1284090756690208,0.9516712506846876,0.4314346479971416
189,0.0,-1.6598998308181765,-2.099082469940185,[0.7347368001937866],[0.49355798959732056],[0.5904693603515625],[0.7647058823529411],[0.08387096774193549],[0.15116278891630613],[0.4375],[0.03070175438596491],[0.05737704795485087],[0.7647058823529411],[0.08387096774193549],[0.15116278891630613],[0.04940239043824701],[1.0518351895246305e-231],[-0.003039697301188804],0.1307098221827585,0.2809961517876893,0.17196001214462536,0.9178206548821561,0.4569256062714902
190,0.0,-1.51872980594635,-1.8299064636230469,[0.6944575309753418],[0.434672474861145],[0.5346799492835999],[0.8421052631578947],[0.08163265306122448],[0.14883720769107625],[0.47368421052631576],[0.027522935779816515],[0.05202312034932676],[0.8421052631578947],[0.08163265306122448],[0.14883720769107625],[0.03190896194312064],[1.1200407237786664e-231],[-0.057343144364431664],0.9453820289886864,0.9689026225690958,0.9680449263980564,0.9629660375749725,0.9666378621807082
191,0.0,-1.273526668548584,-1.7271466255187988,[0.7919836044311523],[0.422929584980011],[0.5514028668403625],[0.9333333333333333],[0.08536585365853659],[0.156424579470054],[0.375],[0.022388059701492536],[0.042253520063479495],[0.9333333333333333],[0.08536585365853659],[0.156424579470054],[0.043059026442821134],[1.2508498911928379e-231],[-0.05991470945573951],0.1347603442931088,0.12262161789688972,0.06101840315314177,0.9696181451179087,0.38441938872264675
192,0.0,-2.3811020851135254,-2.7832062244415283,[0.7121665477752686],[0.39820387959480286],[0.5107979774475098],[0.8571428571428571],[0.07659574468085106],[0.14062499849395751],[0.3333333333333333],[0.01598173515981735],[0.030501088451450324],[0.8571428571428571],[0.07659574468085106],[0.14062499849395751],[0.029261902833580405],[1.0948551819675659e-231],[-0.04913798748144349],0.3291184889267197,0.6508157017311841,0.5814290207738799,0.932327385864017,0.721524036123027
193,1.0,-0.922983944416046,-0.9267606139183044,[0.7701690196990967],[0.3874073624610901],[0.5155066251754761],[1.0],[0.06190476190476191],[0.1165919271531702],[0.9166666666666666],[0.03151862464183381],[0.06094182761212697],[1.0],[0.06190476190476191],[0.1165919271531702],[0.027080284400603834],[1.1200407237786664e-231],[-0.08706148013322812],0.960209696951368,0.8888625896253185,0.903750885575914,0.931293274776728,0.90796891665932
194,0.0,-2.9341366291046143,-2.414872169494629,[0.6960548162460327],[0.3930554687976837],[0.5024067163467407],[0.6923076923076923],[0.043689320388349516],[0.08219177970517715],[0.35714285714285715],[0.014619883040935672],[0.02808988688486304],[0.6923076923076923],[0.043689320388349516],[0.08219177970517715],[0.02596598904732032],[1.2882297539194154e-231],[-0.11869105519785661],0.0216530341644506,0.0661128100351055,0.047553075920840515,0.9362265782745738,0.3499641547435066
195,1.0,-2.0949716567993164,-2.7547292709350586,[0.657051682472229],[0.41069966554641724],[0.5054564476013184],[0.7142857142857143],[0.08108108108108109],[0.14563106613017252],[0.16],[0.013333333333333334],[0.024615383195266356],[0.6666666666666666],[0.07567567567567568],[0.13592232826609485],[0.041113926057107876],[7.992219124248642e-232],[-0.025706790721688355],0.9074232383501932,0.9502132172296981,0.9514554126264129,0.780770387748272,0.8941463392014609
196,1.0,-1.3599284887313845,-1.4748622179031372,[0.7200645804405212],[0.4068495035171509],[0.5199295282363892],[0.8888888888888888],[0.06837606837606838],[0.1269841256575964],[0.5294117647058824],[0.024128686327077747],[0.0461538453200526],[0.8888888888888888],[0.06837606837606838],[0.1269841256575964],[0.03666870564402086],[8.726094729337945e-232],[0.004790696223486601],0.955554018722177,0.9782442480588255,0.97468741243572,0.938204816106286,0.9637121588669438
197,1.0,-1.2473735809326172,-0.9235725402832032,[0.7344191074371338],[0.43419361114501953],[0.5457412600517273],[0.8636363636363636],[0.1],[0.1792452811587754],[0.7272727272727273],[0.052980132450331126],[0.09876543083295229],[0.8636363636363636],[0.1],[0.1792452811587754],[0.05552366436390269],[1.0832677820940877e-231],[0.036021200658324815],0.546461736466959,0.9449739400616464,0.9490320620386709,0.9524450219294478,0.9488170080099216
198,0.0,-2.037362575531006,-2.208139657974243,[0.6973272562026978],[0.3828321099281311],[0.49429601430892944],[0.8125],[0.05327868852459016],[0.0999999988449704],[0.0625],[0.0022727272727272726],[0.004385964235149382],[0.75],[0.04918032786885246],[0.09230769115266273],[0.01729355814958928],[1.1640469867513693e-231],[-0.1246931149235424],0.8425857733466706,0.8995782130391469,0.893392071127897,0.9270092166969519,0.906659833621332
199,1.0,-1.4574295282363892,-1.4498543739318848,[0.733346700668335],[0.38257449865341187],[0.5028307437896729],[0.8333333333333334],[0.05405405405405406],[0.1015228414955294],[0.45454545454545453],[0.0176678445229682],[0.03401360472187516],[0.8333333333333334],[0.05405405405405406],[0.1015228414955294],[0.02778293048431504],[1.1409851298103347e-231],[-0.09101575752703206],0.9539094721402832,0.9612352630705265,0.9549194625402537,0.9098055933229865,0.9419867729779222
200,1.0,-1.4177747964859009,-1.646733641624451,[0.7882006168365479],[0.46470457315444946],[0.5846897959709167],[0.9565217391304348],[0.16176470588235295],[0.2767295572738421],[0.6956521739130435],[0.07048458149779736],[0.12799999832928002],[0.8260869565217391],[0.13970588235294118],[0.23899370821723825],[0.07660626029654036],[9.689041594391036e-232],[0.023728001567652757],0.9236415863645888,0.9833879804973602,0.9796926210849647,0.8942826217945559,0.9524544077922936
201,1.0,-1.5040990114212036,-1.527159571647644,[0.6638211011886597],[0.4101775288581848],[0.5070481300354004],[0.8636363636363636],[0.08520179372197309],[0.1551020391816743],[0.3181818181818182],[0.019178082191780823],[0.036175709521997244],[0.8181818181818182],[0.08071748878923767],[0.14693877387555188],[0.04280601985951298],[1.0832677820940877e-231],[-0.06447269257817956],0.9841207548744296,0.8707798431427445,0.8798482567452002,0.9264745352370923,0.892367545041679
202,1.0,-2.2815141677856445,-2.0092241764068604,[0.6451668739318848],[0.3989723324775696],[0.4930448830127716],[0.8],[0.06584362139917696],[0.12167300239702758],[0.3684210526315789],[0.014583333333333334],[0.028056111491921738],[0.75],[0.06172839506172839],[0.11406843965938498],[0.029552902621722842],[8.510469113101058e-232],[-0.0023753943568705083],0.9562218393174198,0.9290338958563543,0.9146590110424403,0.9101891757916761,0.9179606942301569
203,1.0,-1.3616840839385986,-1.7155143022537231,[0.7340139746665955],[0.46354010701179504],[0.568233072757721],[0.9090909090909091],[0.10152284263959391],[0.18264840001918228],[0.2727272727272727],[0.016853932584269662],[0.03174603064975788],[0.7727272727272727],[0.08629441624365482],[0.15525113974520965],[0.04360911885245901],[9.788429383461836e-232],[0.0016129970440313945],0.9444890613325456,0.9635917972032779,0.9634380769879703,0.9539127135712242,0.9603141959208242
204,0.0,-1.830240249633789,-2.1687254905700684,[0.7160660028457642],[0.43907225131988525],[0.5443586111068726],[0.8571428571428571],[0.09137055837563451],[0.16513761293788404],[0.5238095238095238],[0.03459119496855346],[0.06489675400005222],[0.8571428571428571],[0.09137055837563451],[0.16513761293788404],[0.0328125],[1.0948551819675659e-231],[-0.023198410050705665],0.6422598224955343,0.927930340393419,0.929064596701634,0.9552050427918389,0.9373999932956306
205,1.0,-2.013567447662353,-2.0155954360961914,[0.7209801077842712],[0.3899773061275482],[0.5061686038970947],[0.8888888888888888],[0.0730593607305936],[0.1350210956427923],[0.6470588235294118],[0.03089887640449438],[0.058981232373983866],[0.8888888888888888],[0.0730593607305936],[0.1350210956427923],[0.04392619125107317],[1.0377133938315695e-231],[-0.10030775200047115],0.5144861071940012,0.06366261798193482,0.0481690001191665,0.9441227489077657,0.3519847890029557
206,1.0,-2.4952824115753174,-1.9928146600723269,[0.6487234830856323],[0.402179479598999],[0.49653160572052],[0.7777777777777778],[0.06334841628959276],[0.11715481032264842],[0.47058823529411764],[0.019559902200488997],[0.03755868467973728],[0.7222222222222222],[0.058823529411764705],[0.10878660948582834],[0.026267120861330283],[1.0377133938315695e-231],[-0.07504473351265672],0.9368890868070384,0.9532749396133693,0.9486206826708572,0.9550666898390918,0.9523207707077729
207,0.0,-1.7657986879348757,-2.029469490051269,[0.6509325504302979],[0.42718061804771423],[0.5158377885818481],[0.75],[0.0891089108910891],[0.15929203349988255],[0.12],[0.00911854103343465],[0.016949151229691442],[0.7083333333333334],[0.08415841584158416],[0.15044247597775867],[0.034722222222222224],[1.0518351895246305e-231],[-0.07960668444217633],0.9391869579959484,0.9361566773666515,0.9351984254215306,0.9416205528103101,0.9376585518661642
208,1.0,-0.7583040595054626,-1.0521113872528076,[0.7150141000747681],[0.4268091022968292],[0.5345390439033508],[1.0],[0.06896551724137931],[0.1290322568574402],[0.7333333333333333],[0.030054644808743168],[0.05774278139582946],[0.9375],[0.06465517241379311],[0.12096774072840792],[0.022709056906224954],[8.972141065609098e-232],[-0.08035635116148798],0.9498780023909108,0.9676874332263661,0.9629082017221077,0.9591473520698011,0.9632476623394249
209,1.0,-1.1663312911987305,-1.0239397287368774,[0.7726804614067078],[0.41200220584869385],[0.537436842918396],[0.9333333333333333],[0.07777777777777778],[0.14358974216962528],[0.5714285714285714],[0.027777777777777776],[0.05298013156615939],[0.9333333333333333],[0.07777777777777778],[0.14358974216962528],[0.02679169457468185],[1.1988328686372911e-231],[-0.07833895139633285],0.9334800816359582,0.976806867993219,0.9715892873798265,0.9553687063469313,0.9679216205733256
210,0.0,-1.4746341705322266,-1.290048122406006,[0.7171121835708618],[0.40266862511634827],[0.5157412886619568],[0.9444444444444444],[0.07264957264957266],[0.13492063359410433],[0.7142857142857143],[0.037783375314861464],[0.07177033397392461],[0.8888888888888888],[0.06837606837606838],[0.1269841256575964],[0.030675190391936856],[1.1764984582435574e-231],[-0.08076404583281604],0.8530105558559101,0.8878027460784543,0.8962672723890953,0.8350877550614119,0.8730525911763204
211,1.0,-1.2150808572769165,-1.2937084436416626,[0.7150033712387085],[0.4313579201698303],[0.5380892157554626],[0.9444444444444444],[0.06367041198501873],[0.11929824443065562],[0.5882352941176471],[0.01972386587771203],[0.038167938303493396],[0.9444444444444444],[0.06367041198501873],[0.11929824443065562],[0.01714939024390244],[8.726094729337945e-232],[-0.052541738137569016],0.9117141266058346,0.9482559346773685,0.9413302969672255,0.9600140608127544,0.9498667641524494
212,0.0,-1.152225136756897,-1.204843282699585,[0.7729759216308594],[0.40806931257247925],[0.5341501235961914],[1.0],[0.07258064516129033],[0.13533834460286057],[0.7222222222222222],[0.030232558139534883],[0.058035713514429224],[1.0],[0.07258064516129033],[0.13533834460286057],[0.025688511690647484],[1.0244914152188952e-231],[-0.08868370152677585],0.9390983422396204,0.9763735683960278,0.9701655650576839,0.9476443326898404,0.9647278220478507
213,1.0,-2.5811362266540527,-2.3798656463623047,[0.633858323097229],[0.37344640493392944],[0.4699910879135132],[0.9230769230769231],[0.06521739130434782],[0.12182740993480895],[0.3076923076923077],[0.012618296529968454],[0.02424242348558313],[0.9230769230769231],[0.06521739130434782],[0.12182740993480895],[0.025371435972394395],[1.384292958842266e-231],[-0.10737628466608862],0.9857206101839922,0.9147478357253539,0.8815869499590088,0.9585716733500672,0.9183021530114767
214,0.0,-2.241454601287842,-2.46338152885437,[0.6994925737380981],[0.41225630044937134],[0.5187686085700989],[0.6153846153846154],[0.06349206349206349],[0.11510791197350034],[0.16666666666666666],[0.010050251256281407],[0.01895734489881186],[0.46153846153846156],[0.047619047619047616],[0.08633093355623418],[0.022904260192395783],[1.1200407237786664e-231],[-0.08295243630736038],0.4712451716240442,0.8120001911558927,0.7720725137059612,0.949782252951509,0.8446183192711209
215,0.0,-1.974549412727356,-2.28055477142334,[0.690974771976471],[0.41009020805358887],[0.5147053599357605],[0.8095238095238095],[0.096045197740113],[0.17171716982093665],[0.19047619047619047],[0.014184397163120567],[0.026402638973956866],[0.7142857142857143],[0.0847457627118644],[0.15151514961891646],[0.04023327464788733],[1.0948551819675659e-231],[-0.10401845704792567],0.9808006635419356,0.9319713459253098,0.89198159482371,0.9565118518497271,0.9268215975329156
216,0.0,-2.1398792266845703,-1.6865863800048828,[0.6859835386276245],[0.4333680272102356],[0.5311705470085144],[0.8421052631578947],[0.07079646017699115],[0.130612243467222],[0.45],[0.02356020942408377],[0.044776118457463945],[0.7894736842105263],[0.06637168141592921],[0.12244897816109956],[0.02516989680342311],[1.0003688322288243e-231],[0.00029289233298090966],0.0759408218300821,0.9118397094431534,0.9039430256951724,0.9491992965768912,0.9216606772384056
217,1.0,-2.171008825302124,-2.305541038513184,[0.6504240036010742],[0.43188220262527466],[0.5190889239311218],[0.75],[0.06880733944954129],[0.12605041862862792],[0.4],[0.01927710843373494],[0.036781608318139807],[0.7],[0.06422018348623854],[0.11764705728409013],[0.023894976781062404],[1.0003688322288243e-231],[-0.020073603259146644],0.9787896629444566,0.9674197165243335,0.9643539239283635,0.9600591281723837,0.9639442562083601
218,0.0,-1.3626623153686523,-1.654286503791809,[0.7262962460517883],[0.40460383892059326],[0.5196961760520935],[0.85],[0.06319702602230483],[0.11764705753523066],[0.47619047619047616],[0.019305019305019305],[0.037105750642604164],[0.75],[0.055762081784386616],[0.10380622708540367],[0.025370404857928783],[1.0948551819675659e-231],[-0.07853831816242773],0.9604296810482724,0.9560100945455697,0.9489805565764441,0.9656112858654248,0.9568673123291461
219,1.0,-1.593113660812378,-1.625444412231445,[0.7032635807991028],[0.44863733649253845],[0.547808051109314],[0.875],[0.08433734939759036],[0.15384615224248283],[0.5],[0.02962962962962963],[0.05594405488776959],[0.875],[0.08433734939759036],[0.15384615224248283],[0.040132684839910955],[8.844844403089351e-232],[-0.036500326647390224],0.9018420677976297,0.967897897872615,0.9660835189053079,0.8812309035180123,0.9384041067653118
220,1.0,-1.890219807624817,-1.7670307159423828,[0.6535172462463379],[0.42436128854751587],[0.5145801305770874],[0.9375],[0.11278195488721804],[0.20134227996216392],[0.5333333333333333],[0.034782608695652174],[0.06530612129945856],[0.9375],[0.11278195488721804],[0.20134227996216392],[0.051030719482619245],[1.0669733992029681e-231],[0.017659468414272683],0.8407262820773698,0.9189019286513308,0.9218132039823933,0.3790194175066886,0.7399115167134709
221,0.0,-1.6470282077789309,-1.9581574201583865,[0.7240217328071594],[0.4124312400817871],[0.525510847568512],[0.8235294117647058],[0.056451612903225805],[0.10566037615777858],[0.5],[0.02040816326530612],[0.03921568552095348],[0.8235294117647058],[0.056451612903225805],[0.10566037615777858],[0.030901263079862],[1.0518351895246305e-231],[-0.053619497768498725],0.0418058258863764,0.10661462551913249,0.06799479437454604,0.9464213874207249,0.3736769357714678
222,0.0,-1.7500581741333008,-2.1483516693115234,[0.6981838941574097],[0.42797303199768066],[0.5306611657142639],[0.8260869565217391],[0.10326086956521739],[0.18357487725174448],[0.3181818181818182],[0.023255813953488372],[0.043343651981328335],[0.7391304347826086],[0.09239130434782608],[0.16425120575415994],[0.05451159482677947],[9.788429383461836e-232],[-0.008165635646482317],0.9460074894979364,0.9673066774704452,0.9642908409693218,0.9594606508498338,0.963686056429867
223,0.0,-1.2723017930984497,-1.64022958278656,[0.7373577356338501],[0.42420274019241333],[0.5385671257972717],[0.8888888888888888],[0.05714285714285714],[0.10738254920048645],[0.375],[0.013513513513513514],[0.026086955850283575],[0.8888888888888888],[0.05714285714285714],[0.10738254920048645],[0.023844451501998803],[1.2183324802375697e-231],[-0.08039054682266378],0.3087575441679505,0.03242409137253132,0.06132804786397186,0.9008324093765413,0.3315281828710148
224,1.0,-1.83926010131836,-2.1117374897003174,[0.6744403839111328],[0.41356736421585083],[0.5127289295196533],[0.5882352941176471],[0.0625],[0.11299434854607554],[0.058823529411764705],[0.004132231404958678],[0.007722006495431092],[0.47058823529411764],[0.05],[0.09039547848957837],[0.03155237694572991],[1.1484186507842885e-231],[-0.10071549953546555],0.9089287169445202,0.3422616700644892,0.28429869755321946,0.9580483532307595,0.5282029069494895
225,1.0,-1.8585851192474363,-1.909611463546753,[0.7166098356246948],[0.29780611395835876],[0.4207559823989868],[0.7857142857142857],[0.07692307692307693],[0.14012738691062518],[0.46153846153846156],[0.02510460251046025],[0.047619046640526595],[0.6428571428571429],[0.06293706293706294],[0.11464967990425577],[0.019516851541969284],[8.660292157856052e-232],[-0.11212622185747367],0.9225733337437272,0.9556934356189343,0.9528587219669747,0.9177618746885201,0.9421046774248097
226,0.0,-1.5677498579025269,-1.8599931001663208,[0.6883800029754639],[0.3833645284175873],[0.49246901273727417],[0.8235294117647058],[0.05714285714285714],[0.10687022779412622],[0.6470588235294118],[0.02286902286902287],[0.0441767061678844],[0.8235294117647058],[0.05714285714285714],[0.10687022779412622],[0.01902051958881155],[1.1484186507842885e-231],[-0.029460844479465953],0.2955671687101218,0.5920373541653876,0.5314012066264764,0.9391935503440862,0.6875440370453166
227,1.0,-1.216222882270813,-1.6005536317825315,[0.7449154853820801],[0.38202065229415894],[0.5050385594367981],[0.8181818181818182],[0.06040268456375839],[0.11249999871953126],[0.5],[0.0211864406779661],[0.04065040572410603],[0.8181818181818182],[0.06040268456375839],[0.11249999871953126],[0.021417445482866043],[1.1640469867513693e-231],[-0.09071350270786005],0.984583007088564,0.9820393588078096,0.9816335257538649,0.9686154991894815,0.9774294612503853
228,0.0,-0.9872617721557616,-1.1351473331451416,[0.7389383316040039],[0.42062294483184814],[0.5360896587371826],[0.8],[0.09049773755656108],[0.1626016241902968],[0.56],[0.03888888888888889],[0.0727272715129027],[0.64],[0.07239819004524888],[0.1300812989870448],[0.03977300913304182],[9.50440384721771e-232],[-0.05183664145589373],0.711164336278971,0.9542872013269141,0.9477716944861087,0.8966182264688526,0.9328923740939584
229,0.0,-2.4595041275024414,-1.8756502866744995,[0.6611828804016113],[0.3738812804222107],[0.47765904664993286],[0.7],[0.03070175438596491],[0.05882352860673682],[0.2222222222222222],[0.005277044854881266],[0.010309277897358932],[0.7],[0.03070175438596491],[0.05882352860673682],[0.01354279523293608],[1.3165594234639305e-231],[-0.11182554610632245],0.1948388015876942,0.8717145537377498,0.8343426748272302,0.9563986835907926,0.8874853040519243
230,1.0,-2.167187690734864,-2.18823766708374,[0.6476710438728333],[0.3821646571159363],[0.48069217801094055],[0.7894736842105263],[0.07211538461538461],[0.1321585887744765],[0.4444444444444444],[0.021220159151193633],[0.04050632824406347],[0.7894736842105263],[0.07211538461538461],[0.1321585887744765],[0.02530889662927899],[8.614911585158347e-232],[-0.041910998834693736],0.027996169700775,0.20509611780537343,0.13579298727298011,0.9106510848856683,0.41718006332134056
231,1.0,-1.4464716911315918,-1.7268297672271729,[0.6658995151519775],[0.39736753702163696],[0.4977242052555084],[0.8095238095238095],[0.06692913385826772],[0.12363636222571903],[0.43478260869565216],[0.02012072434607646],[0.03846153761605032],[0.8095238095238095],[0.06692913385826772],[0.12363636222571903],[0.020276497695852533],[9.689041594391036e-232],[-0.002934192409213221],0.7711258295041191,0.9336240178463859,0.933733670500936,0.911669423312215,0.9263423705531789
232,1.0,-2.3905203342437744,-2.0409951210021973,[0.6829649209976196],[0.39235740900039673],[0.49839261174201965],[0.7857142857142857],[0.0650887573964497],[0.1202185778219714],[0.46153846153846156],[0.020833333333333332],[0.03986710880807057],[0.7857142857142857],[0.0650887573964497],[0.1202185778219714],[0.03275088101220872],[9.257324954728539e-232],[-0.029350685099972518],0.9761803488891634,0.9302582120202306,0.9324840296600627,0.9448147637709806,0.9358523351504248
233,0.0,-2.129148006439209,-2.788037061691284,[0.7046504616737366],[0.3938367962837219],[0.5052717328071594],[0.8666666666666667],[0.06074766355140187],[0.11353711667969721],[0.2857142857142857],[0.011111111111111112],[0.021390373610912547],[0.8666666666666667],[0.06074766355140187],[0.11353711667969721],[0.021806254969520277],[1.1988328686372911e-231],[-0.09687452557116161],0.0894373201254208,0.6608574900046088,0.5947493506770638,0.7488701973047461,0.6681590126621395
234,1.0,-1.077264666557312,-1.0840463638305664,[0.7046011686325073],[0.4330903887748718],[0.5364477038383484],[0.9411764705882353],[0.07174887892376682],[0.1333333320170139],[0.8333333333333334],[0.03787878787878788],[0.07246376728418401],[0.8823529411764706],[0.06726457399103139],[0.12499999868368056],[0.023629489603024575],[8.614911585158347e-232],[0.048400002670568765],0.9310204038265948,0.9671172352058911,0.9623283270398355,0.9439076082659846,0.9577843901705704
235,0.0,-1.6671087741851809,-1.7803434133529663,[0.6738784909248352],[0.42339807748794556],[0.5200490951538086],[0.7916666666666666],[0.07335907335907337],[0.13427561682228523],[0.43478260869565216],[0.02252252252252252],[0.042826551526028385],[0.75],[0.0694980694980695],[0.12720847901309795],[0.025699494216758944],[1.072268715173723e-231],[-0.040525374856583474],0.5566187046500247,0.9492199428393135,0.9367301861309365,0.9354425533533425,0.9404642274411975
236,0.0,-1.4054609537124634,-1.5680909156799316,[0.7184156179428101],[0.4416487514972687],[0.5470167994499207],[0.9047619047619048],[0.11046511627906977],[0.19689118977046366],[0.45454545454545453],[0.034482758620689655],[0.06410256279174888],[0.8095238095238095],[0.09883720930232558],[0.1761658011694274],[0.06168122548122855],[1.0832677820940877e-231],[0.006737346447043158],0.5471292638070234,0.9654196874092017,0.9610413052710617,0.964476848634713,0.9636459471049922
237,1.0,-1.983349561691284,-1.9339436292648315,[0.6826702356338501],[0.40102618932724],[0.5052496790885925],[0.9411764705882353],[0.08040201005025126],[0.1481481466979596],[0.5294117647058824],[0.026627218934911243],[0.05070422444023012],[0.7647058823529411],[0.06532663316582915],[0.12037036892018178],[0.03369593867766593],[1.1484186507842885e-231],[-0.08664700408957748],0.4434123152576344,0.07968289291593408,0.08178428117202331,0.935903968196149,0.36579038076136877
238,0.0,-2.103895664215088,-1.7768793106079102,[0.7381733655929565],[0.4474368989467621],[0.5571577548980713],[0.8695652173913043],[0.0970873786407767],[0.17467248727598636],[0.43478260869565216],[0.02557544757033248],[0.04830917769457866],[0.8260869565217391],[0.09223300970873786],[0.1659388628218379],[0.026969981238273925],[9.689041594391036e-232],[0.011918161690649853],0.1130204507423272,0.9531540749426454,0.9441161480692841,0.9521755820473474,0.9498152683530924
