id,src,sys,refs,ref,informativeness,naturalness,quality
71,"inform(name='holiday inn golden gateway hotel',address='1500 van ness ave',postcode='94109')","The address for holiday inn golden gateway hotel is 1500 van ness ave , 94109 .","['Hotel holiday inn golden gateway hotel adress 1500 van ness ave zipcode 94109', 'How about the holiday inn golden gateway hotel at 1500 van ness ave , 94109']",Hotel holiday inn golden gateway hotel adress 1500 van ness ave zipcode 94109,5.5,5.5,5.0
72,"inform(name='holiday inn golden gateway hotel',dogs_allowed='yes')",Thank you the holiday inn golden gateway hotel allows dogs .,"['How about the holiday inn golden gateway hotel . This hotel allows dogs .', 'Hotel holiday inn golden gateway hotel does allow dogs']",How about the holiday inn golden gateway hotel . This hotel allows dogs .,5.0,2.5,3.5
73,"inform(name='hotel boheme',has_internet='yes')",Hotel boheme has internet .,"['Hotel boheme has internet access .', 'Hotel boheme has internet .', 'Yes , the hotel boheme has internet .']",Hotel boheme has internet access .,5.0,6.0,5.5
74,"inform(name='hotel del sol',has_internet='yes')",Hotel del sol has internet .,"['Hotel del sol has the internet .', 'Hotel del sol has internet .', 'Hotel del sol offers internet services']",Hotel del sol has the internet .,6.0,6.0,5.5
75,"inform(name='hotel des arts',price_range='moderate')",The hotel des arts is a moderate hotel .,"['The hotel des arts also has a moderate price range .', 'The hotel des arts is in the moderate price range .', 'The hotel des arts is moderate -ly priced .']",The hotel des arts also has a moderate price range .,6.0,5.0,5.0
76,"inform(name='hotel diva',price_range='moderate')",The hotel diva is a moderate hotel .,"['Hotel diva is the moderate price range .', 'The hotel diva has a moderate price range .', 'Hotel diva is a moderate -ly priced hotel .', 'Ok . I have a hotel for you that is called hotel diva and it is moderate -ly priced .']",Hotel diva is the moderate price range .,5.0,4.0,4.0
77,"inform(name='hotel diva',type='hotel')",The name is hotel diva and it is a nice hotel .,"['The hotel diva is a nice hotel .', 'Hotel diva is a nice hotel .']",The hotel diva is a nice hotel .,5.5,4.5,5.0
78,"inform(name='hotel drisco',address='2901 pacific ave',phone='4153462880')","Hotel drisco is located at 2901 pacific ave , and their phone number is 4153462880 .","['The address of the hotel drisco is 2901 pacific ave and the phone number is 4153462880 .', 'The hotel drisco address is 2901 pacific ave and the phone number is 4153462880', 'The address for hotel drisco is 2901 pacific ave. and the phone number is 4153462880 .', 'You can find the hotel drisco at 2901 pacific ave and if you need their phone number it is 4153462880', 'The address for the hotel drisco is 2901 pacific ave and the phone number is 4153462880 .', ""Hotel drisco 's address is 2901 pacific ave , the phone number is 4153462880 ."", 'The address is 2901 pacific ave and the phone is 4153462880 for the hotel drisco', 'The address for hotel drisco is 2901 pacific ave , the phone is 4153462880 .', 'The address for hotel drisco is 2901 pacific ave and the phone number is 4153462880 .', ""Hotel drisco 's address is 2901 pacific ave , their phone number is 4153462880"", 'Hotel drisco is located at 2901 pacific ave , and their phone number is 4153462880 .', 'The hotel drisco is located at 2901 pacific ave. the phone number to the hotel is 4153462880 .']",The address of the hotel drisco is 2901 pacific ave and the phone number is 4153462880 .,6.0,6.0,6.0
79,"inform(name='hotel drisco',area='pacific heights')",There is a hotel called in the hotel drisco and in the area of pacific heights .,"['Yes the hotel drisco is in the area of pacific heights .', 'Sure there is the hotel drisco in pacific heights', 'Hotel drisco is in pacific heights', 'Hotel drisco is located in the pacific heights area .', 'The hotel drisco is located in the pacific heights area .', 'There is a hotel in the pacific heights area called the hotel drisco .', 'Hotel drisco is in the pacific heights area', 'Hotel drisco is in pacific heights .', 'The hotel drisco is in pacific heights', 'The hotel drisco is in the pacific heights area .', 'The hotel drisco is located in pacific heights .', 'Hotel drisco is a hotel in pacific heights .']",Yes the hotel drisco is in the area of pacific heights .,5.5,3.5,3.5
80,"inform(name='hotel drisco',area='pacific heights',dogs_allowed='none')",The hotel drisco allows dogs and is in pacific heights .,"['Hotel drisco is in pacific heights and allows no dogs .', 'Hotel drisco in pacific heights does not allow dogs .']",Hotel drisco is in pacific heights and allows no dogs .,1.0,6.0,6.0
81,"inform(name='hotel drisco',area='pacific heights',has_internet='yes')",Hotel drisco is near pacific heights has internet .,"['There is the hotel drisco in the pacific heights area , it has internet .', 'Hotel drisco is in pacific heights and has internet', 'Hotel drisco in the pacific heights area has internet connection .', 'In the pacific heights area with internet available is the hotel drisco .']","There is the hotel drisco in the pacific heights area , it has internet .",6.0,4.5,2.5
82,"inform(name='hotel drisco',has_internet='yes',area='pacific heights')",Hotel drisco is near pacific heights has internet .,['The hotel drisco has internet and is in pacific heights .'],The hotel drisco has internet and is in pacific heights .,6.0,5.0,4.5
83,"inform(name='hotel drisco',price_range='pricey')",The hotel drisco is a pricey hotel .,"['The hotel drisco is a pricey hotel .', 'Hotel drisco is a pricey hotel']",The hotel drisco is a pricey hotel .,6.0,5.0,4.5
84,"inform(name='hotel drisco',type='hotel')",The name is hotel drisco and it is a nice hotel .,"['The hotel drisco is a nice hotel .', 'Hotel drisco is a hotel', ""The hotel 's name is hotel drisco ."", 'Hotel drisco is a nice hotel .', 'The name of the hotel is hotel drisco .']",The hotel drisco is a nice hotel .,5.5,3.5,4.0
85,"inform(name='hotel fusion',accepts_credit_cards='yes')",Hotel fusion accepts credit cards .,['Hotel fusion accepts credit card -s'],Hotel fusion accepts credit card -s,5.0,5.5,6.0
86,"inform(name='hotel fusion',has_internet='yes')",Hotel fusion has internet .,"['Yes , hotel fusion has internet connection available .', 'Hotel fusion has internet connection available .']","Yes , hotel fusion has internet connection available .",6.0,6.0,5.5
87,"inform(name='hotel herbert',near='union square')",He hotel herbert is located near union square .,"['Hotel herbert is near by union square', 'We found a hotel called hotel herbert near union square .']",Hotel herbert is near by union square,5.0,4.0,2.5
88,"inform(name='hotel kabuki',address='1625 post st',phone='4159223200')","Hotel kabuki is located at 1625 post st , and their phone number is 4159223200 .","['The address and phone number of the hotel kabuki is 1625 post st 4159223200', 'Of course ! The hotel kabuki is at 1625 post st and the phone number is 4159223200 .']",The address and phone number of the hotel kabuki is 1625 post st 4159223200,6.0,6.0,5.5
89,"inform(name='hotel kabuki',dogs_allowed='yes',has_internet='yes',near='japantown')",Hotel kabuki is near japantown and has internet that allows dogs .,"['Hotel kabuki is a hotel near japantown that allows dogs and has internet .', 'Hotel kabuki allows dogs , has internet and is near japantown', 'Hotel kabuki allows dogs and hans internet near japantown .', 'Yes , hotel kabuki near japantown allows dogs and has available internet .']",Hotel kabuki is a hotel near japantown that allows dogs and has internet .,3.0,3.0,3.0
90,"inform(name='hotel kabuki',dogs_allowed='yes',near='japantown')","You may called the hotel kabuki , near japantown this hotel allows dogs .","['The hotel kabuki is near japantown and allows dogs .', 'Hotel kabuki allows dogs and is near japantown', 'Hotel kabuki near japantown allows dogs .', 'The hotel kabuki , which is near japantown , allows dogs .']",The hotel kabuki is near japantown and allows dogs .,4.0,1.5,2.0
91,"inform(name='hotel kabuki',has_internet='yes',near='japantown')","The hotel kabuki , near the japantown does offer internet .","['I have located a hotel for you with internet access in japantown and its name is hotel kabuki .', 'Hotel kabuki has internet and is located near japantown .', 'The hotel kabuki is located near japantown and has internet avalible']",I have located a hotel for you with internet access in japantown and its name is hotel kabuki .,6.0,5.5,5.0
92,"inform(name='hotel kabuki',near='japantown',dogs_allowed='yes')","You may called the hotel kabuki , near japantown this hotel allows dogs .","['The hotel you requested is called hotel kabuki near japantown and dogs are allowed .', 'Hotel kabuki is near japantown and they allow dogs .', 'Hotel kabuki is near japantown and dogs are allowed .', 'Hotel kabuki near japantown allows dog', 'Hotel kabuki near japantown allows dogs', 'The hotel kabuki is near japantown and allows dogs .', 'I have found a hotel kabuki near japantown that does allow dogs', 'The hotel kabuki in japantown allows dogs']",The hotel you requested is called hotel kabuki near japantown and dogs are allowed .,6.0,2.0,2.0
93,"inform(name='hotel kabuki',phone='4159223200')",You may reach the hotel kabuki at 4159223200 .,"['Hotel kabuki can be reached at 4159223200', 'The phone number for hotel kabuki is 4159223200', 'The phone number for hotel kabuki is 4159223200 .', 'The phone number of hotel kabuki is 4159223200']",Hotel kabuki can be reached at 4159223200,6.0,5.0,5.5
94,"inform(name='hotel kabuki',price_range='moderate',address='1625 post st')",Hotel kabuki has a moderately priced hotel located at 1625 post st .,"['The price range for the hotel kabuki is moderate , the address is 1625 post st', 'Hotel kabuki has a moderate -ly priced hotel located at 1625 post st .', 'Sure . The price range of hotel kabuki is moderate and their address is 1625 post st .']","The price range for the hotel kabuki is moderate , the address is 1625 post st",6.0,6.0,5.5
