id,src,sys,refs,ref,informativeness,naturalness,quality
311,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside)","X is a restaurant on the riverside , near X .","['X is a restaurant in the riverside area near X .', 'X is an eatery located near X near the riverside .']",X is a restaurant in the riverside area near X .,6.0,5.5,5.5
312,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,area=citycentre,food=Chinese)",X is a chinese restaurant in the city centre and riverside area near X .,"['X is a chinese restaurant in the city centre and riverside areas near X .', 'For chinese food X restaurant is the best one in the centre of the city . It is located on the side of the river near X']",X is a chinese restaurant in the city centre and riverside areas near X .,6.0,6.0,5.0
313,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,area='X')",X is a restaurant in X on the river near to X .,"['X is a restaurant in the riverside and X areas , near X .', 'X is a restaurant along the side of the river in X it is located near X']","X is a restaurant in the riverside and X areas , near X .",5.0,3.5,3.0
314,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,food=Chinese)","X is a chinese restaurant on the riverside , near X .","['X is a chinese restaurant in the riverside area near X .', 'X is a chinese restaurant next to the river , near X']",X is a chinese restaurant in the riverside area near X .,5.0,5.0,5.0
315,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,food=French)",X is a french restaurant in the riverside area near X .,"['X is a french restaurant near X in the riverside area .', 'X is a restaurant by the riverside , near X providing french food .']",X is a french restaurant near X in the riverside area .,5.0,6.0,5.0
316,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,food=Indian)",X is an indian restaurant eatery on the riverside area near X .,"['X is a restaurant near X in the riverside area that serves indian food .', 'X is an indian restaurant in the riverside area , near X .']",X is a restaurant near X in the riverside area that serves indian food .,4.0,4.0,4.0
317,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,food=Italian)",X is an italian restaurant on the riverside close to X .,"['X is a restaurant near X on the riverside that serves italian cuisine .', 'X is a restaurant on the riverside near X. they serve italian food .']",X is a restaurant near X on the riverside that serves italian cuisine .,5.5,4.5,5.0
318,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,pricerange=expensive)","X is an expensive restaurant , in the riverside area near X .","['X is an expensive restaurant located at the riverside near X', 'X is a restaurant near the river near X. the price ranges a bit higher .']",X is an expensive restaurant located at the riverside near X,4.5,4.5,5.0
319,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X')","X is a restaurant in X , near X .","['X is a restaurant in X near to X', 'X is a restaurant in the X area near X .']",X is a restaurant in X near to X,1.5,4.0,2.5
320,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',area=riverside)",X is a restaurant near X and on the riverside area near X .,"['X is a restaurant located on the riverside , X near X', 'X is a restaurant in the riverside and X areas near X .']","X is a restaurant located on the riverside , X near X",5.5,4.0,4.5
321,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',area='X')","X is a restaurant near X , X and near X .","['Located in X the X area restaurant the X can be found close by X', 'X is one of those restaurants in the X and X areas near X .']",Located in X the X area restaurant the X can be found close by X,4.5,4.5,4.5
322,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',food=Chinese)","X is a chinese restaurant in X , near X .","['X is a restaurant near X in the X area that serves chinese food .', 'X is a chinese restaurant in the X area near X .']",X is a restaurant near X in the X area that serves chinese food .,5.5,6.0,5.5
323,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',food=Continental,food=French)",X is a french and continental restaurant located in X near X .,"['X is a restaurant that serves french and continental food in the X area near X .', 'X is a french and continental style restaurant located in X near X']",X is a restaurant that serves french and continental food in the X area near X .,4.0,5.0,5.0
324,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',food=Indian)",X is an indian restaurant in the X area near X .,"['X is a restaurant in X near X and it serves indian food .', 'X is an indian restaurant in X near X']",X is a restaurant in X near X and it serves indian food .,6.0,5.0,5.0
325,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',area='X',food=Italian)",X is an italian restaurant in X area near X .,"['X is an italian restaurant in the X area near X .', 'X is an italian restaurant in X near X']",X is an italian restaurant in the X area near X .,5.0,6.0,6.0
326,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Chinese)",X is a chinese food restaurant near X .,"['I recommend X , a chinese restaurant near X', 'X is a chinese restaurant near X .']","I recommend X , a chinese restaurant near X",6.0,5.0,5.0
327,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food='Chinese takeaway',food=Fusion)",X is a fusion restaurant that provides chinese takeaway near X .,"['X is a chinese fusion takeaway restaurant , located near X .', 'X is a restaurant that serves fusion chinese takeaway , and it is found near X']","X is a chinese fusion takeaway restaurant , located near X .",5.0,6.0,5.0
328,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food='Chinese takeaway',food=Japanese)",X is a japanese restaurant that provides chinese takeaway near X .,"['X is a japanese restaurant near X that offers chinese food to take away .', 'X is a restaurant serving japanese food and also serving as a chinese takeaway near X']",X is a japanese restaurant near X that offers chinese food to take away .,6.0,6.0,6.0
329,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Contemporary,food=English)",X is a restaurant serving english contemporary food and is located near X .,"['X is a contemporary english restaurant located near the X', 'X is an english restaurant that serves contemporary food near X .']",X is a contemporary english restaurant located near the X,6.0,6.0,6.0
330,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Continental,food=French)",X is a french and continental style restaurant located the X .,"['X is a restaurant near X that serves continental and french food .', 'X is a french and continental restaurant near X']",X is a restaurant near X that serves continental and french food .,4.0,4.0,4.0
331,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Fastfood)",X is a fastfood restaurant near X .,"['X is a fast food restaurant near X .', 'X is a fast food restaurant near X']",X is a fast food restaurant near X .,6.0,6.0,6.0
332,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=French)",X is a restaurant that serves french food near X .,"['X is a restaurant serving french food , near X', 'X is a french restaurant near X .']","X is a restaurant serving french food , near X",5.0,5.0,5.0
333,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Indian)",X is an indian restaurant near X .,"['X is a restaurant offering indian food near X', 'X is a restaurant providing indian food near X .']",X is a restaurant offering indian food near X,5.0,5.0,5.0
334,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Indian,food='Indian takeaway')",X is an indian restaurant takeaway food near X .,"['X is an indian restaurant that provides indian takeaway near X .', 'X is a restaurant near X providing indian food and indian takeaway .']",X is an indian restaurant that provides indian takeaway near X .,3.0,3.0,2.0
335,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Italian)",X is an italian restaurant near X .,"['X is an italian restaurant near X .', 'X is an italian restaurant near X']",X is an italian restaurant near X .,6.0,6.0,6.0
336,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Italian,food='Takeaway pizza')",X is a restaurant that serves italian food takeaway it is located near X .,"['X is an italian take-out restaurant near X', 'X is an italian restaurant that provides takeaway pizza near X .']",X is an italian take-out restaurant near X,5.0,4.0,4.0
337,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',food=Seafood)",X is a restaurant that serves offering seafood food near X .,"['X is a seafood restaurant near X .', 'I would suggest X a seafood restaurant near the X']",X is a seafood restaurant near X .,6.0,4.0,4.0
338,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',near='X',area=riverside,area='X')","X is a restaurant in the X , riverside to located and X .","['X is a restaurant in the X and riverside area near X and X .', 'X is a restaurant on the riverside close to X. it is near X in X']",X is a restaurant in the X and riverside area near X and X .,4.5,2.5,3.0
339,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',near='X',food='Cafe food',food=English)",X is an english cafe food restaurant located near X and X .,"['X is an english cafe food restaurant near X and X .', 'X is a restaurant serving english cafe style food and it is located near X and X']",X is an english cafe food restaurant near X and X .,5.0,5.0,3.0
340,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',near='X',food=Chinese)",X is a chinese food restaurant near X and X .,"['X is a chinese food restaurant near X and X', 'X is a chinese restaurant near X and X']",X is a chinese food restaurant near X and X,4.0,3.0,4.0
341,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',near='X',food='Chinese takeaway',food=Japanese)",X is a japanese restaurant that provides chinese takeaway near X and X .,"['X is a restaurant near X and X which has japanese food and chinese takeaway food .', 'X is a japanese restaurant that provides chinese takeaway near X and X .']",X is a restaurant near X and X which has japanese food and chinese takeaway food .,6.0,6.0,6.0
342,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',near='X',food=French)",X is a french food restaurant near X and X .,"['X is a french restaurant near X and X', 'X is a french restaurant near X and X .']",X is a french restaurant near X and X,5.0,6.0,5.0
343,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',pricerange=cheap)",X is a restaurant near X which offers cheap price range .,"['X is a cheap restaurant near X', 'X is a restaurant near X in the cheap price range']",X is a cheap restaurant near X,1.0,2.5,1.0
344,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',pricerange=expensive)",X is an expensive restaurant near X .,"['X is an expensive restaurant near X .', 'X is a restaurant near X which offers an expensive price range .']",X is an expensive restaurant near X .,6.0,5.5,5.5
345,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',pricerange=expensive,area=citycentre)",X is a restaurant in the expensive price range in the city centre area near X .,"['X is a restaurant in the expensive price range in the centre of town , near X .', 'X is an expensive restaurant , in the middle of town near X']","X is a restaurant in the expensive price range in the centre of town , near X .",6.0,5.0,5.0
346,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',pricerange=expensive,food=Chinese)",X is an expensive chinese restaurant near X .,"['X is an expensive chinese restaurant near X', 'X is an expensive chinese restaurant near X .']",X is an expensive chinese restaurant near X,5.0,5.0,5.0
347,"inform(name='X',type=placetoeat,eattype=restaurant,near='X',pricerange=moderate,food=Indian,food='Indian takeaway')",X is a moderately priced indian food restaurant takeaway near X .,"['X is a restaurant near X providing indian food , to eat in or take away , in the moderate pricerange .', 'X is a restaurant near X whose prices are moderate and serve both indian and indian takeaway foods .']","X is a restaurant near X providing indian food , to eat in or take away , in the moderate pricerange .",5.0,6.0,6.0
348,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap)",X is a restaurant in the cheap price range .,"['X is a restaurant in the cheap price range .', 'X is a cheap restaurant .']",X is a restaurant in the cheap price range .,6.0,6.0,6.0
349,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,area=citycentre)",X is a restaurant in the centre cheap .,"['X is a cheap restaurant in the city centre .', 'X is a restaurant in the cheap price range in the city centre area .']",X is a cheap restaurant in the city centre .,4.0,4.0,4.0
350,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,area=citycentre,near='X')",X is a restaurant near X and in the centre of town cheap .,"['X is a restaurant in the centre of town near X whose prices are cheap .', ""There 's an inexpensive restaurant called X in the centre of town , near X""]",X is a restaurant in the centre of town near X whose prices are cheap .,4.0,2.5,4.0
351,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,area=riverside,food=Fastfood)",X is a cheap fast food restaurant near the river .,"['X is a reasonably priced fast food restaurant down by the river .', 'X is a fastfood restaurant at the riverside and their prices are cheap .']",X is a reasonably priced fast food restaurant down by the river .,5.0,6.0,6.0
352,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,area=riverside,food=Indian)",X is an indian restaurant in the cheap price range on the riverside .,"['X is a cheaply priced indian restaurant in the riverside area .', 'X is a cheap indian restaurant in the riverside .']",X is a cheaply priced indian restaurant in the riverside area .,5.0,4.0,3.0
353,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,area=riverside,near='X')",X is a restaurant in the cheap on the riverside area near X .,"['X is a cheap restaurant in the riverside area near X .', 'X is a cheap restaurant located at the riverside near X']",X is a cheap restaurant in the riverside area near X .,4.0,3.0,4.0
354,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=cheap,near='X')",X is a cheap restaurant near X .,"['I would suggest X , a cheap restaurant near X', 'X is a restaurant in the cheap price range near X .']","I would suggest X , a cheap restaurant near X",5.0,5.5,5.5
355,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive)",X is a restaurant in the expensive price range .,"['X is a restaurant in the expensive price range .', 'X is a restaurant that is in the expensive price range .']",X is a restaurant in the expensive price range .,5.0,5.5,5.0
356,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area=riverside)","X is an expensive restaurant , in the riverside area of town .","['X is a restaurant on the riverside that is in the expensive price range .', 'If you are looking for an expensive restaurant near the river , I would suggest X .']",X is a restaurant on the riverside that is in the expensive price range .,6.0,5.0,5.0
357,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area=riverside,area='X',food=Italian)",X is an expensive italian restaurant in the X and riverside .,"['X is an expensive italian restaurant in the X and riverside areas .', 'X is an italian restaurant in the expensive price range in the X and riverside area .']",X is an expensive italian restaurant in the X and riverside areas .,6.0,4.0,4.0
358,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area=riverside,food=Indian)",X is an indian restaurant in the expensive on range located .,"[""X is a restaurant at the riverside serving indian food . It 's in the expensive pricerange ."", 'X is an expensive indian restaurant in the riverside .']",X is a restaurant at the riverside serving indian food . It 's in the expensive pricerange .,3.0,1.0,1.0
359,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area=riverside,near='X')","X is an expensive restaurant , in the riverside area near X .","['X is a restaurant on the riverside near X in the expensive price range .', 'X is a high-end restaurant located near X near the riverside .']",X is a restaurant on the riverside near X in the expensive price range .,6.0,6.0,6.0
360,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area='X')",X is a restaurant in the expensive price range in the X area .,['X is an expensive restaurant in the X area .'],X is an expensive restaurant in the X area .,4.5,4.0,4.0
361,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area='X',food=Continental,food=French)",X is a french and continental restaurant near X if in the expensive price range .,"['X is a restaurant in X providing french and continental food in the expensive price range .', 'X is an expensive french continental restaurant in the X area .']",X is a restaurant in X providing french and continental food in the expensive price range .,5.0,4.0,3.5
362,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area='X',near='X')",X is a restaurant in the expensive price range in the X area near X .,"['X is an expensive restaurant in the X area near X .', 'X is a high-end restaurant located in X near X']",X is an expensive restaurant in the X area near X .,5.5,4.0,5.0
363,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,area='X',near='X',near='X')","X is an expensive restaurant , in the X area near X , and X .","['X is an expensive restaurant in the X area near X and X .', 'The restaurant X is near X and X serving expensive food in the X area .']",X is an expensive restaurant in the X area near X and X .,6.0,4.5,5.0
364,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,near='X')",X is an expensive restaurant near X .,"['X is a restaurant in the expensive price range near X .', 'X is an expensive restaurant near X']",X is a restaurant in the expensive price range near X .,4.5,5.0,5.0
365,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,near='X',food=Italian)",X is an italian restaurant in the expensive price range near X .,"['X is an expensive restaurant near X that serves italian food .', 'X is an expensive italian restaurant near X']",X is an expensive restaurant near X that serves italian food .,5.0,4.0,5.0
366,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,near='X',near='X')",X is a restaurant in the expensive price range near X and X .,"['X is an upmarket venue . It is located near X and X', 'X is a restaurant in the expensive price range near X and X .']",X is an upmarket venue . It is located near X and X,6.0,4.0,5.0
367,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,near='X',near='X',area='X')","X is a restaurant in X , near to X and X in the expensive price range .","['X is a restaurant in X near X and X and they are on the expensive pricerange .', 'X is an expensive restaurant in X near X and X']",X is a restaurant in X near X and X and they are on the expensive pricerange .,5.5,4.0,5.0
368,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=expensive,near='X',near='X',food=Italian)",X is an italian restaurant in the expensive price range near X and X .,"['X is an italian restaurant in the expensive price range near X and X .', 'X is a restaurant near X and X that serves italian food in the expensive price range .']",X is an italian restaurant in the expensive price range near X and X .,6.0,6.0,5.0
369,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate)",X is a restaurant in the moderate price range .,"['X is a restaurant in the moderate price range .', 'X is a restaurant in the moderate pricerange .']",X is a restaurant in the moderate price range .,5.5,6.0,5.5
370,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area=riverside,food=Indian,food='Indian takeaway')",X is an indian restaurant in the moderate price range that offers indian takeaway and riverside .,"['X is a moderately priced indian food restaurant with takeaway service in the riverside .', 'X is a moderately priced indian restaurant in the riverside area which offers indian takeaway .']",X is a moderately priced indian food restaurant with takeaway service in the riverside .,6.0,5.0,5.0
371,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X')",X is a restaurant in the moderate price range in the X area .,"['X is a restaurant in X with a moderately priced menu .', 'X is a restaurant in the moderate price range located in the X area .']",X is a restaurant in X with a moderately priced menu .,5.0,5.0,6.0
372,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X',area='X')",X is a moderately priced restaurant in X and X .,"['X is a moderately priced restaurant near X and X', 'X is a restaurant in X and X and their prices are moderate .']",X is a moderately priced restaurant near X and X,5.0,5.0,5.0
373,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X',area='X',food=Indian)",X is a moderately priced indian restaurant located in the X and X .,"['X is a moderately priced indian restaurant in the X and X area .', 'X is a moderately priced indian restaurant in X and X']",X is a moderately priced indian restaurant in the X and X area .,6.0,6.0,6.0
374,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X',food=Contemporary,food=English)",X is a contemporary english restaurant in the moderate price range located in the X area .,"['X is a restaurant in the moderate price range that offers english and contemporary food in the X area .', 'X is a moderately priced english contemporary restaurant in X']",X is a restaurant in the moderate price range that offers english and contemporary food in the X area .,5.0,6.0,5.0
375,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X',food=Indian)",X is a moderately priced indian restaurant located in the X area .,"['X is a restaurant in the X area which serves indian food in the moderate price range', 'X is a restaurant that has indian food at a moderate price in X']",X is a restaurant in the X area which serves indian food in the moderate price range,6.0,6.0,6.0
376,"inform(name='X',type=placetoeat,eattype=restaurant,pricerange=moderate,area='X',food=Italian)",X is an italian restaurant in the moderate price range located in the X area .,"['X is an italian restaurant near X with a moderate pricerange .', 'X is an italian restaurant in the moderate price range in the X area .']",X is an italian restaurant near X with a moderate pricerange .,6.0,5.0,5.0
377,"inform(name='X',type=placetoeat,near='X',area=citycentre,eattype=restaurant)",X is a restaurant in the centre of town near X .,"['The X is a restaurant in the city centre near X', 'X is a restaurant near X and in the centre of town .']",The X is a restaurant in the city centre near X,4.5,5.5,5.0
378,"inform(name='X',type=placetoeat,near='X',area=riverside,area=citycentre,eattype=restaurant)","X is a restaurant in the centre of town on the riverside , near to X .","['X is a restaurant in the centre of town in the riverside area near X', 'If you would like to visit a nice restaurant , I would suggest X near X by the riverside , in the centre of the city .']",X is a restaurant in the centre of town in the riverside area near X,5.0,4.0,4.5
379,"inform(name='X',type=placetoeat,near='X',area=riverside,eattype=restaurant)",X is a high-end restaurant located in riverside near X .,"['X is a restaurant in the riverside area near X .', 'X is a restaurant near X on the riverside .']",X is a restaurant in the riverside area near X .,6.0,5.5,5.5
380,"inform(name='X',type=placetoeat,near='X',area='X',area='X',eattype=restaurant)",X is a restaurant in X on and to X .,"['X is a restaurant in X and X near X', 'X is a restaurant in X and X , near X .']",X is a restaurant in X and X near X,4.0,2.0,2.5
381,"inform(name='X',type=placetoeat,near='X',area='X',eattype=restaurant)",X is a high-end restaurant located in X near X .,"['X is a restaurant in the X area near X', 'X is a restaurant in the X area near the X .']",X is a restaurant in the X area near X,6.0,6.0,6.0
382,"inform(name='X',type=placetoeat,near='X',area='X',eattype=restaurant,pricerange=expensive)","X is an expensive restaurant , in the X area near X .","['X is an expensive restaurant , in the X area near X', 'X is a restaurant in the expensive price range in the X area near X .']","X is an expensive restaurant , in the X area near X",5.5,5.0,4.0
383,"inform(name='X',type=placetoeat,near='X',eattype=restaurant)",X is a restaurant near X .,"['X is a restaurant near X', ""There 's a X restaurant near X""]",X is a restaurant near X,5.5,4.5,4.5
384,"inform(name='X',type=placetoeat,near='X',pricerange=cheap,eattype=restaurant)",X is a cheap restaurant near X .,"['X is an affordable restaurant near X', 'X is a restaurant near X in the cheap price range .']",X is an affordable restaurant near X,6.0,6.0,6.0
385,"inform(name='X',type=placetoeat,near='X',pricerange=expensive,area=riverside,eattype=restaurant)","X is an expensive restaurant , in the riverside area near X .","['X is a restaurant in the expensive price range on the riverside near X .', 'X is an expensive restaurant near X and the river .']",X is a restaurant in the expensive price range on the riverside near X .,6.0,5.0,4.0
386,"inform(name='X',type=placetoeat,near='X',pricerange=expensive,eattype=restaurant)",X is an expensive restaurant near X .,"['X is an expensive restaurant near X .', 'I would suggest X , an expensive restaurant near X']",X is an expensive restaurant near X .,6.0,6.0,6.0
387,"inform(name='X',type=placetoeat,near='X',pricerange=moderate,area=riverside,eattype=restaurant)",X is a restaurant near X in the moderate price range on the riverside .,"['X is a restaurant near X in the riverside area in the moderate price range .', 'X is a restaurant on the riverside near X and their prices are moderate .']",X is a restaurant near X in the riverside area in the moderate price range .,5.5,3.0,4.0
388,"inform(name='X',type=placetoeat,near='X',pricerange=moderate,eattype=restaurant)",X is a moderately priced indian restaurant near X .,"['X is a restaurant near X in the moderate pricerange .', 'X is a restaurant near X in the moderate price range .']",X is a restaurant near X in the moderate pricerange .,1.0,6.0,2.0
389,"inform(name='X',type=placetoeat,pricerange=cheap,area=citycentre,near='X',eattype=restaurant)",X is a restaurant near X and in the centre of town in the cheap price range .,"['I recommend the X restaurant near X in the city centre , it is cheap .', 'X is a cheaply priced restaurant in the center of the city near X .']","I recommend the X restaurant near X in the city centre , it is cheap .",6.0,4.0,4.0
390,"inform(name='X',type=placetoeat,pricerange=expensive,area=riverside,eattype=restaurant)","X is an expensive restaurant , in the riverside area .","['X is an expensive restaurant in the riverside area of town .', 'X is a restaurant in the expensive price range in the riverside area .']",X is an expensive restaurant in the riverside area of town .,5.5,5.0,5.0
391,"inform(name='X',type=placetoeat,pricerange=expensive,area='X',eattype=restaurant)",X is a restaurant in X with a moderately priced menu that in the expensive price range .,"['X is a restaurant in the expensive price range in the X area .', 'X is a restaurant in X if you are seeking something expensive .']",X is a restaurant in the expensive price range in the X area .,3.5,3.0,3.0
392,"inform(name='X',type=placetoeat,pricerange=expensive,area='X',near='X',near='X',eattype=restaurant)","X is an expensive restaurant , in the X area near X , and X .","['Over in X there is an expensive restaurant called X , a bit pricy but worth the trip X near X between X', 'X is a restaurant in the expensive price range in the X area near X and X .']","Over in X there is an expensive restaurant called X , a bit pricy but worth the trip X near X between X",5.5,5.5,5.0
393,"inform(name='X',type=placetoeat,pricerange=expensive,eattype=restaurant)",X is a restaurant in the expensive price range .,"['X is a restaurant in the expensive price range .', 'X is a restaurant specialising in fine dining .']",X is a restaurant in the expensive price range .,5.5,6.0,6.0
394,"inform(name='X',type=placetoeat,pricerange=expensive,near='X',area='X',eattype=restaurant)",X is a restaurant in the expensive price range area X .,"[""X is a restaurant in X near X. it 's in the expensive price range ."", 'X is an expensive restaurant in X near X']",X is a restaurant in X near X. it 's in the expensive price range .,3.5,5.0,5.0
395,"inform(name='X',type=placetoeat,pricerange=expensive,near='X',eattype=restaurant)",X is an expensive restaurant near X .,"['X is an expensive restaurant located near X', 'X is an expensive restaurant near X .']",X is an expensive restaurant located near X,2.0,3.0,2.5
396,"inform(name='X',type=placetoeat,pricerange=expensive,near='X',near='X',area='X',eattype=restaurant)","X is a high-end restaurant located in X near X , X and they are on the expensive pricerange .","['X is a restaurant in the expensive price range in the X area , near X and X .', 'X is a restaurant in X near to X and X in the expensive pricerange .']","X is a restaurant in the expensive price range in the X area , near X and X .",5.5,4.5,4.5
397,"inform(name='X',type=placetoeat,pricerange=expensive,near='X',near='X',eattype=restaurant)",X is an expensive restaurant near X and X .,"['X is a restaurant near X which offers an expensive price range near X', 'X is a restaurant near X and X in the expensive price range .']",X is a restaurant near X which offers an expensive price range near X,4.5,5.0,5.5
398,"inform(name='X',type=placetoeat,pricerange=moderate,area=riverside,near='X',eattype=restaurant)",X is a moderately priced near X on and riverside .,"['X is a moderately priced restaurant on the riverside near X', 'X is a restaurant in the moderate price range near the X in the riverside area .']",X is a moderately priced restaurant on the riverside near X,3.0,3.5,3.0
399,"inform(name='X',type=placetoeat,pricerange=moderate,area=riverside,near='X',near='X',eattype=restaurant)",X is a restaurant near X and X you will find the riverside that in the moderate price range .,"['X is a restaurant in the moderate price range in the riverside area near X and X .', 'X is a moderately priced restaurant in the riverside area , near X and X']",X is a restaurant in the moderate price range in the riverside area near X and X .,3.0,3.0,2.0
400,"inform(name='X',type=placetoeat,pricerange=moderate,area='X',area='X',eattype=restaurant)","X is a restaurant near X , X and their prices are with a moderately priced menu .","['I recommend X , a moderately priced restaurant in X and X', 'X is a restaurant in the moderate price range in the X and X area .']","I recommend X , a moderately priced restaurant in X and X",4.5,3.0,3.0
401,"inform(name='X',type=placetoeat,pricerange=moderate,area='X',eattype=restaurant)",X is a restaurant in the moderate price range located in the X area .,"['X is a restaurant in the moderate price range in the X area .', 'X is a moderately priced restaurant in X']",X is a restaurant in the moderate price range in the X area .,6.0,5.5,5.5
402,"inform(name='X',type=placetoeat,pricerange=moderate,area='X',near='X',eattype=restaurant)",X is a restaurant in the moderate price range close to X in X .,"['I would suggest X , a moderately priced restaurant near X in X', 'X is a restaurant in the moderate price range in the X area near X .']","I would suggest X , a moderately priced restaurant near X in X",5.0,5.0,4.0
403,"inform(name='X',type=placetoeat,pricerange=moderate,eattype=restaurant)",X is a restaurant in the moderate pricerange .,"['X is a restaurant that offers moderate price range .', 'X is a moderately priced restaurant you may want to visit .']",X is a restaurant that offers moderate price range .,5.5,4.5,4.5
